filename,imagename,imageID,url,img_P,paperTitle,ifHumanFace,numOfSeg,Number of distinct color names,colorNames,sp,isTarget,hit,miss,fa,cr,name,HR,FAR,imagename,score,group,index,count,responseCount,Feature congestion,Entropy,Number of edges,0,Author,Paper Title,Paper URL,Paper DOI,Year,meanH,meanS,meanV,LAB avg.,the number of distinct colors congrong,the number of distinct colors(Rui),the number of distinct colors,the number of distinct colors2
2011 Dick 10.1109/TVCG.2011.189 c 8.png,bio416.png,I831,http://web.cse.ohio-state.edu/~li.8950/data/image/bio768/bio416.png,,,,3,20,"black, grey, navyblue, blue, purple, darkpurple, brown, white, pink, green, teal, olive, tan, darkgreen, peach, salmon, red, beige, orange, yellow",19.8439717,1,38,29,24,218,I831,0.5672,0.0992,bio416.png,1.4553734,4,831,2,61,3.7545,4.3314,5.7124,85,Christian Dick;Rainer Burgkart;R√ºdiger Westermann,Distance Visualization for Interactive 3D Implant Planning,http://dx.doi.org/10.1109/TVCG.2011.189,10.1109/TVCG.2011.189,2011,0.150614061,0.059316407,0.791815151,"79.8550863026,-1.14044108759,4.1022892427",4,4,4,2
2014 Berge 10.1109/TVCG.2014.2346317 c 3.png,bio645.png,I876,http://web.cse.ohio-state.edu/~li.8950/data/image/bio768/bio645.png,,,,3,11,"white, grey, black, beige, tan, peach, orange, brown, pink, navyblue, darkgreen",12.90237922,1,36,23,26,189,I876,0.6102,0.1209,bio645.png,1.450339879,4,876,0,61,2.933,5.1765,6.8511,130,Christian Schulte zu Berge;Maximilian Baust;Ankur Kapoor;Nassir Navab,Predicate-Based Focus-and-Context Visualization for 3D Ultrasound,http://dx.doi.org/10.1109/TVCG.2014.2346317,10.1109/TVCG.2014.2346317,2014,0.047157255,0.126388914,0.934635442,"88.8674675959,5.89116447718,6.72282927637",5,4,4.5,2
2009 Smelyanskiy 10.1109/TVCG.2009.164 c 3.png,bio260.png,I799,http://web.cse.ohio-state.edu/~li.8950/data/image/bio768/bio260.png,,,,3,5,"black, brown, grey, blue, salmon",4.205804341,1,30,31,17,221,I799,0.4918,0.0714,bio260.png,1.444887542,4,799,0,61,1.7242,5.1701,10.5982,53,Mikhail Smelyanskiy;David R. Holmes III;Jatin Chhugani;Alan Larson;Doug Carmean;Dennis P. Hanson;Pradeep Dubey;Kurt Augustine;Daehyun Kim;Alan Kyker;Victor W. Lee;Anthony D. Nguyen;Larry Seiler;Richard A. Robb,"Mapping High-fidelity Volume Rendering for Medical Imaging to CPU, GPU and Many-Core Architectures",http://dx.doi.org/10.1109/TVCG.2009.164,10.1109/TVCG.2009.164,2009,0.962240416,0.382632901,0.687199133,"57.5372292536,10.0805049879,0.48509006922",7,5,6,2
2013 Ehlke 10.1109/TVCG.2013.159 c 5.png,bio575.png,I862,http://web.cse.ohio-state.edu/~li.8950/data/image/bio768/bio575.png,,,,2,3,"white, grey, black",4.286770655,1,38,21,32,193,I862,0.6441,0.1422,bio575.png,1.439927065,4,862,0,64,2.1128,4.585,4.0015,116,Moritz Ehlke;Heiko Ramm;Hans Lamecker;Hans-Christian Hege;Stefan Zachow,Fast Generation of Virtual X-ray Images for Reconstruction of 3D Anatomy,http://dx.doi.org/10.1109/TVCG.2013.159,10.1109/TVCG.2013.159,2013,0.023914954,0.224274344,0.226413553,"17.0043846105,7.597754034,5.0914741139",5,5,5,2
2008 Joshi 10.1109/TVCG.2008.123 c 10.png,bio42.png,I757,http://web.cse.ohio-state.edu/~li.8950/data/image/bio768/bio42.png,,,,3,5,"grey, brown, white, pink, blue",3.407239941,1,15,26,8,205,I757,0.3659,0.0376,bio42.png,1.436510466,4,757,0,61,1.9294,7.1744,5.1875,11,Alark Joshi;Xiaoning Qian;Donald P. Dione;Ketan R. Bulsara;Christopher K. Breuer;Albert J. Sinusas;Xenophon Papademetris,Effective visualization of complex vascular structures using a non-parametric vessel detection method,http://dx.doi.org/10.1109/TVCG.2008.123,10.1109/TVCG.2008.123,2008,0.054676551,0.091950202,0.828186727,"80.8460344463,3.08555179416,4.31682827608",5,5,5,2
2011 Ruiz 10.1109/TVCG.2011.173 c 9.png,bio493.png,I844,http://web.cse.ohio-state.edu/~li.8950/data/image/bio768/bio493.png,,,,2,10,"white, grey, darkgreen, black, brown, tan, teal, green, lightblue, pink",4.745457075,1,42,25,32,204,I844,0.6269,0.1356,bio493.png,1.423957289,4,844,0,61,2.0975,6.456,3.8684,98,Marc Ruiz;Anton Bardera;Imma Boada;Ivan Viola,Automatic Transfer Functions Based on Informational Divergence,http://dx.doi.org/10.1109/TVCG.2011.173,10.1109/TVCG.2011.173,2011,0.885962537,0.299025783,0.747784728,"64.0578731662,24.014168777,-10.287706527",3,3,3,1
2009 Smelyanskiy 10.1109/TVCG.2009.164 c 4.png,bio261.png,I800,http://web.cse.ohio-state.edu/~li.8950/data/image/bio768/bio261.png,,,,2,5,"black, grey, brown, tan, beige",7.306490596,1,37,19,38,203,I800,0.6607,0.1577,bio261.png,1.418329942,4,800,0,61,1.8502,5.5254,9.9514,54,Mikhail Smelyanskiy;David R. Holmes III;Jatin Chhugani;Alan Larson;Doug Carmean;Dennis P. Hanson;Pradeep Dubey;Kurt Augustine;Daehyun Kim;Alan Kyker;Victor W. Lee;Anthony D. Nguyen;Larry Seiler;Richard A. Robb,"Mapping High-fidelity Volume Rendering for Medical Imaging to CPU, GPU and Many-Core Architectures",http://dx.doi.org/10.1109/TVCG.2009.164,10.1109/TVCG.2009.164,2009,0.093682475,0.360390441,0.934711819,"84.6103462091,6.86298682176,29.8521045439",6,3,4.5,2
2010 Zhang 10.1109/TVCG.2010.221 c 7.png,bio394.png,I827,http://web.cse.ohio-state.edu/~li.8950/data/image/bio768/bio394.png,,,,2,14,"black, grey, brown, maroon, beige, purple, red, mauve, tan, white, pink, peach, yellow, salmon",9.74178421,1,25,46,9,239,I827,0.3521,0.0363,bio394.png,1.415680088,4,827,0,61,2.7789,7.6024,9.748,81,Nan Zhang;Xiangmin Zhou;Yunhe Shen;Robert M. Sweet,Volumetric Modeling in Laser BPH Therapy Simulation,http://dx.doi.org/10.1109/TVCG.2010.221,10.1109/TVCG.2010.221,2010,0.177552889,0.050097411,0.356963654,"37.1066929655,-0.71254599722,1.7217945362",5,5,5,2
2011 Dick 10.1109/TVCG.2011.189 c 2.png,bio410.png,I830,http://web.cse.ohio-state.edu/~li.8950/data/image/bio768/bio410.png,,,,3,22,"black, grey, white, purple, lavender, blue, navyblue, pink, green, teal, darkgreen, olive, tan, lightblue, brown, beige, yellow, peach, red, salmon, maroon, orange",21.4650988,1,41,16,48,187,I830,0.7193,0.2043,bio410.png,1.407123125,4,830,0,61,4.3333,4.5046,5.5473,84,Christian Dick;Rainer Burgkart;R√ºdiger Westermann,Distance Visualization for Interactive 3D Implant Planning,http://dx.doi.org/10.1109/TVCG.2011.189,10.1109/TVCG.2011.189,2011,0.574984225,0.153552757,0.847940473,"81.0236181922,-2.41450199364,-7.10182421237",5,4,4.5,2
2012 Läthén 10.1109/TVCG.2012.203 c 1.png,bio537.png,I856,http://web.cse.ohio-state.edu/~li.8950/data/image/bio768/bio537.png,,,,2,9,"white, grey, pink, mauve, brown, salmon, red, maroon, orange",9.636549555,1,28,39,12,212,I856,0.4179,0.0536,bio537.png,1.403638251,4,856,0,61,3.2956,2.9314,4.0559,110,Gunnar L√§th√©n;Stefan Lindholm;Reiner Lenz;Anders Persson;Magnus Borga,Automatic Tuning of Spatially Varying Transfer Functions for Blood Vessel Visualization,http://dx.doi.org/10.1109/TVCG.2012.203,10.1109/TVCG.2012.203,2012,0.07089214,0.218690831,0.828764132,"77.8471027043,5.39000200836,11.50942277",6,4,5,2
2010 Praßni 10.1109/TVCG.2010.208 c 7.png,bio347.png,I813,http://web.cse.ohio-state.edu/~li.8950/data/image/bio768/bio347.png,,,,2,15,"black, grey, navyblue, blue, lightblue, beige, tan, yellow, olive, brown, green, teal, darkgreen, white, offwhite",12.56445597,1,24,41,10,232,I813,0.3692,0.0413,bio347.png,1.401822589,4,813,0,61,3.4725,6.9141,5.9865,67,J√∂rg-Stefan Pra√üni;Timo Ropinski;Klaus H. Hinrichs,Uncertainty-Aware Guided Volume Segmentation,http://dx.doi.org/10.1109/TVCG.2010.208,10.1109/TVCG.2010.208,2010,0.095646436,0.311476367,0.740575846,"69.264257441,3.65541101764,19.283926125",5,4,4.5,2
2011 Koehler 10.1109/TVCG.2011.260 c 8.png,bio458.png,I838,http://web.cse.ohio-state.edu/~li.8950/data/image/bio768/bio458.png,,,,4,20,"grey, black, brown, pink, orange, white, lightblue, blue, navyblue, tan, teal, darkgreen, beige, green, red, salmon, peach, purple, maroon, mauve",24.67620639,1,29,21,27,207,I838,0.58,0.1154,bio458.png,1.400194113,4,838,0,61,5.4008,5.2975,9.3996,92,Christopher Koehler;Thomas Wischgoll;Haibo Dong;Zachary Gaston,Vortex Visualization in Ultra Low Reynolds Number Insect Flight,http://dx.doi.org/10.1109/TVCG.2011.260,10.1109/TVCG.2011.260,2011,0.447100769,0.017595416,0.972483473,"97.232321723,-1.15364014275,0.11213158699",3,3,3,1
2012 Läthén 10.1109/TVCG.2012.203 c 12.png,bio540.png,I857,http://web.cse.ohio-state.edu/~li.8950/data/image/bio768/bio540.png,,,,2,10,"white, grey, brown, red, pink, mauve, maroon, salmon, orange, tan",4.169560882,1,26,35,14,232,I857,0.4262,0.0569,bio540.png,1.395284314,4,857,0,61,2.0118,6.2845,5.0587,111,Gunnar L√§th√©n;Stefan Lindholm;Reiner Lenz;Anders Persson;Magnus Borga,Automatic Tuning of Spatially Varying Transfer Functions for Blood Vessel Visualization,http://dx.doi.org/10.1109/TVCG.2012.203,10.1109/TVCG.2012.203,2012,0.743937414,0.08955155,0.619362882,"61.2153844145,2.10533293353,-2.69827061918",6,6,6,2
2010 Praßni 10.1109/TVCG.2010.208 c 9.png,bio349.png,I814,http://web.cse.ohio-state.edu/~li.8950/data/image/bio768/bio349.png,,,,5,14,"black, grey, navyblue, blue, brown, tan, beige, yellow, lightblue, teal, olive, green, darkgreen, white",11.43666028,1,33,26,25,207,I814,0.5593,0.1078,bio349.png,1.387507771,4,814,0,61,2.8712,6.5803,5.5528,68,J√∂rg-Stefan Pra√üni;Timo Ropinski;Klaus H. Hinrichs,Uncertainty-Aware Guided Volume Segmentation,http://dx.doi.org/10.1109/TVCG.2010.208,10.1109/TVCG.2010.208,2010,0.071011313,0.072746006,0.326986744,"31.2889685341,0.91255717088,2.07626230304",4,3,3.5,2
2014 Lindow 10.1109/TVCG.2014.2346404 c 1.png,bio698.png,I886,http://web.cse.ohio-state.edu/~li.8950/data/image/bio768/bio698.png,,,,2,13,"white, grey, navyblue, black, blue, lightblue, brown, maroon, darkpurple, red, purple, salmon, pink",11.90597061,1,31,26,26,225,I886,0.5439,0.1036,bio698.png,1.371566178,4,886,0,61,3.8466,5.0287,5.9458,140,Norbert Lindow;Daniel Baum;Hans-Christian Hege,Ligand Excluded Surface: A New Type of Molecular Surface,http://dx.doi.org/10.1109/TVCG.2014.2346404,10.1109/TVCG.2014.2346404,2014,0.012417478,0.289897472,0.360359363,"28.7375128031,11.897321476,6.27850558449",6,7,6.5,2
2013 Kretschmer 10.1109/TVCG.2013.169 c 8.png,bio621.png,I871,http://web.cse.ohio-state.edu/~li.8950/data/image/bio768/bio621.png,,,,7,14,"grey, black, navyblue, brown, blue, white, lightblue, pink, lavender, mauve, purple, peach, salmon, red",12.44783748,1,27,33,16,222,I871,0.45,0.0672,bio621.png,1.371312743,4,871,0,61,3.0665,3.3494,8.9627,125,Jan Kretschmer;Christian Godenschwager;Bernhard Preim;Marc Stamminger,Interactive Patient-Specific Vascular Modeling with Sweep Surfaces,http://dx.doi.org/10.1109/TVCG.2013.169,10.1109/TVCG.2013.169,2013,0.066837359,0.147224276,0.290951813,"26.5827560955,2.03601028022,3.91538825594",8,7,7.5,3
2010 Zeng 10.1109/TVCG.2010.200 c 6.png,bio384.png,I825,http://web.cse.ohio-state.edu/~li.8950/data/image/bio768/bio384.png,,,,6,1,brown,1.075328598,1,44,22,42,192,I825,0.6667,0.1795,bio384.png,1.348091217,4,825,0,61,1.4268,5.3118,7.8769,79,Wei Zeng;Joseph Marino;Krishna Chaitanya Gurijala;Xianfeng Gu;Arie E. Kaufman,Supine and Prone Colon Registration Using Quasi-Conformal Mapping,http://dx.doi.org/10.1109/TVCG.2010.200,10.1109/TVCG.2010.200,2010,0.060272015,0.163699414,0.698291338,"67.5500355005,3.91446495381,6.28278451166",4,4,4,2
2009 Chen 10.1109/TVCG.2009.203 c 4.png,bio179.png,I778,http://web.cse.ohio-state.edu/~li.8950/data/image/bio768/bio179.png,,,,5,20,"black, grey, brown, red, pink, maroon, mauve, olive, tan, yellow, salmon, peach, orange, white, beige, green, blue, purple, teal, darkgreen",13.1396603,1,31,31,22,218,I778,0.5,0.0917,bio179.png,1.33035905,4,778,0,61,2.3416,4.122,7.7833,32,Wei Chen;Zhicheng Yan;Song Zhang;John Allen Crow;David S. Ebert;Ronald M. McLaughlin;Katie B. Mullins;Robert Cooper;Zi'ang Ding;Jun Liao,Volume Illustration of Muscle from Diffusion Tensor Images,http://dx.doi.org/10.1109/TVCG.2009.203,10.1109/TVCG.2009.203,2009,0.16169711,0.043657163,0.450252545,"46.0678671979,-0.634566862183,1.87620805606",5,5,5,2
2011 Khlebnikov 10.1109/TVCG.2011.184 c 3.png,bio440.png,I834,http://web.cse.ohio-state.edu/~li.8950/data/image/bio768/bio440.png,,,,2,14,"black, grey, pink, white, green, darkgreen, brown, olive, tan, red, maroon, mauve, purple, salmon",6.185779808,1,28,44,13,221,I834,0.3889,0.0556,bio440.png,1.310635407,4,834,0,61,1.5341,4.0435,3.7242,88,Rostislav Khlebnikov;Bernhard Kainz;Judith Muehl;Dieter Schmalstieg,Crepuscular Rays for Tumor Accessibility Planning,http://dx.doi.org/10.1109/TVCG.2011.184,10.1109/TVCG.2011.184,2011,0.04195992,0.034693839,0.907440111,"90.2480951087,1.21001498457,1.2383608542",4,5,4.5,2
2017 Hadwiger 10.1109/TVCG.2017.2744238 c 5.png,bio829.png,I912,http://web.cse.ohio-state.edu/~li.8950/data/image/bio768/bio829.png,,,,2,20,"grey, black, brown, olive, darkgreen, green, navyblue, purple, maroon, darkpurple, teal, blue, red, magenta, pink, mauve, mustard, tan, darkteal, lavender",5.893577337,1,29,36,18,224,I912,0.4462,0.0744,bio829.png,1.30851511,4,912,0,61,2.0272,7.3183,4.9241,166,"Markus Hadwiger, Ali K. Al-Awami, Johanna Beyer, Marco Agus, Hanspeter Pfister",SparseLeap: Efficient Empty Space Skipping for Large-Scale Volume Rendering,http://dx.doi.org/10.1109/TVCG.2017.2744238,10.1109/TVCG.2017.2744238,2017,0.88350153,0.107202051,0.741740321,"72.1633068863,3.49088912905,-1.6554505565",7,5,6,2
2015 Marino 10.1109/TVCG.2015.2467413 c 4.png,bio755.png,I900,http://web.cse.ohio-state.edu/~li.8950/data/image/bio768/bio755.png,,,,2,8,"white, grey, pink, tan, peach, brown, black, beige",10.10694134,1,51,21,56,191,I900,0.7083,0.2267,bio755.png,1.298183944,4,900,0,61,2.8537,1.8773,2.6507,154,Joseph Marino;Arie E. Kaufman,Planar Visualization of Treelike Structures,http://dx.doi.org/10.1109/TVCG.2015.2467413,10.1109/TVCG.2015.2467413,2015,0.687844682,0.1970838,0.250455211,"19.2995381782,4.73192292136,-9.24231723625",5,4,4.5,2
2008 Meyer-Spradow 10.1109/TVCG.2008.136 c 8.png,bio104.png,I764,http://web.cse.ohio-state.edu/~li.8950/data/image/bio768/bio104.png,,,,2,15,"white, pink, grey, salmon, brown, red, beige, tan, peach, orange, yellow, black, mauve, purple, darkpurple",22.29858719,1,38,19,46,189,I764,0.6667,0.1957,bio104.png,1.287900196,4,764,0,61,4.6953,5.3371,7.0697,18,Jennis Meyer-Spradow;Lars Stegger;Christian D√∂ring;Timo Ropinski;Klaus H. Hinrichs,Glyph-Based SPECT Visualization for the Diagnosis of Coronary Artery Disease,http://dx.doi.org/10.1109/TVCG.2008.136,10.1109/TVCG.2008.136,2008,0.410643328,0.178508826,0.751093108,"73.5685436768,-4.47260510204,1.51408898264",8,6,7,3
2014 Glaßer 10.1109/TVCG.2014.2346406 c 10.png,bio667.png,I880,http://web.cse.ohio-state.edu/~li.8950/data/image/bio768/bio667.png,,,,2,21,"white, grey, lightblue, green, darkgreen, black, teal, navyblue, blue, brown, tan, peach, orange, beige, salmon, red, offwhite, olive, pink, lightgreen, mauve",18.72018588,1,33,32,23,200,I880,0.5077,0.1031,bio667.png,1.283385898,4,880,0,61,3.9102,7.0471,7.4905,134,Sylvia Gla√üer;Kai Lawonn;Thomas Hoffmann;Martin Skalej;Bernhard Preim,Combined Visualization of Wall Thickness and Wall Shear Stress for the Evaluation of Aneurysms,http://dx.doi.org/10.1109/TVCG.2014.2346406,10.1109/TVCG.2014.2346406,2014,0.609910627,0.07928521,0.852881442,"83.9701042013,0.0454216996825,-2.76963428056",5,5,5,2
2017 Bock 10.1109/TVCG.2017.2743980 c 1.png,bio812.png,I908,http://web.cse.ohio-state.edu/~li.8950/data/image/bio768/bio812.png,,,,2,6,"black, grey, brown, white, tan, pink",16.79003456,1,30,25,29,203,I908,0.5455,0.125,bio812.png,1.264649358,4,908,0,61,2.6399,4.7816,10.1478,162,"Alexander Bock, Harish Doraiswamy, Adam Summers, Cl√°udio Silva",TopoAngler: Interactive Topology-Based Extraction of Fishes,http://dx.doi.org/10.1109/TVCG.2017.2743980,10.1109/TVCG.2017.2743980,2017,0.966378294,0.412867073,0.455034026,"35.0574463507,21.4192108807,2.94023451461",4,3,3.5,2
2014 Lindow 10.1109/TVCG.2014.2346404 c 7.png,bio704.png,I888,http://web.cse.ohio-state.edu/~li.8950/data/image/bio768/bio704.png,,,,2,12,"white, lightblue, grey, blue, navyblue, olive, brown, tan, yellow, beige, green, black",6.809380274,1,37,32,27,197,I888,0.5362,0.1205,bio704.png,1.263355784,4,888,0,61,3.0463,5.0391,6.1243,142,Norbert Lindow;Daniel Baum;Hans-Christian Hege,Ligand Excluded Surface: A New Type of Molecular Surface,http://dx.doi.org/10.1109/TVCG.2014.2346404,10.1109/TVCG.2014.2346404,2014,0.194026678,0.297784269,0.241182208,"20.4104419693,-1.24336281137,2.53705785345",4,3,3.5,2
2008 Hua 10.1109/TVCG.2008.134 c 3.png,bio40.png,I755,http://web.cse.ohio-state.edu/~li.8950/data/image/bio768/bio40.png,,,,2,12,"grey, black, brown, green, tan, pink, salmon, beige, white, peach, mauve, olive",9.574692932,1,30,42,17,214,I755,0.4167,0.0736,bio40.png,1.239149864,4,755,0,61,2.87,5.7295,10.1686,9,Jing Hua;Zhaoqiang Lai;Ming Dong;Xianfeng Gu;Hong Qin,Geodesic Distance-weighted Shape Vector Image Diffusion,http://dx.doi.org/10.1109/TVCG.2008.134,10.1109/TVCG.2008.134,2008,0.104082747,0.066031571,0.257919126,"24.93198125,0.0741838926742,1.44193848199",5,3,4,2
2008 Joshi 10.1109/TVCG.2008.123 c 1.png,bio41.png,I756,http://web.cse.ohio-state.edu/~li.8950/data/image/bio768/bio41.png,,,,2,9,"black, grey, teal, pink, tan, brown, beige, peach, salmon",10.02786935,1,43,29,39,203,I756,0.5972,0.1612,bio41.png,1.235644205,4,756,0,61,2.4196,5.6197,7.0575,10,Alark Joshi;Xiaoning Qian;Donald P. Dione;Ketan R. Bulsara;Christopher K. Breuer;Albert J. Sinusas;Xenophon Papademetris,Effective visualization of complex vascular structures using a non-parametric vessel detection method,http://dx.doi.org/10.1109/TVCG.2008.123,10.1109/TVCG.2008.123,2008,0.625206457,0.050780675,0.689136944,"68.8095918673,0.300177715332,-2.23814336109",7,8,7.5,3
2008 Caban 10.1109/TVCG.2008.169 c 8.png,bio18.png,I751,http://web.cse.ohio-state.edu/~li.8950/data/image/bio768/bio18.png,,,,2,12,"black, grey, teal, green, brown, purple, blue, darkpurple, olive, mauve, navyblue, darkgreen",10.40062978,1,31,32,25,210,I751,0.4921,0.1064,bio18.png,1.226099366,4,751,0,61,1.9168,4.0394,10.7854,5,Jesus J. Caban;Penny Rheingans,Texture-based Transfer Functions for Direct Volume Rendering,http://dx.doi.org/10.1109/TVCG.2008.169,10.1109/TVCG.2008.169,2008,0.195889585,0.300199881,0.769732992,"71.871932427,-4.04779567283,8.15886534719",7,6,6.5,2
2017 Mohammed 10.1109/TVCG.2017.2744278 c 10.png,bio866.png,I922,http://web.cse.ohio-state.edu/~li.8950/data/image/bio768/bio866.png,,,,2,28,"white, grey, pink, brown, red, mauve, green, purple, tan, salmon, peach, beige, yellow, orange, maroon, lightblue, blue, teal, mustard, olive, lavender, lightgreen, darkgreen, black, navyblue, offwhite, darkpurple, lightpink",17.70700414,1,31,40,20,219,I922,0.4366,0.0837,bio866.png,1.221011297,4,922,0,61,6.7854,5.5755,10.0341,176,"Haneen Mohammed, Ali K. Al-Awami, Johanna Beyer, Corrado Cali, Pierre Magistretti, Hanspeter Pfister, Markus Hadwiger",Abstractocyte: A Visual Tool for Exploring Nanoscale Astroglial Cells,http://dx.doi.org/10.1109/TVCG.2017.2744278,10.1109/TVCG.2017.2744278,2017,0.080844256,0.178017191,0.831690569,"80.1613988866,1.81586816463,5.83419797164",5,5,5,2
2015 Oeltze-Jafra 10.1109/TVCG.2015.2467203 c 11.png,bio761.png,I901,http://web.cse.ohio-state.edu/~li.8950/data/image/bio768/bio761.png,,,,3,21,"white, grey, black, navyblue, brown, blue, maroon, lightblue, pink, tan, peach, salmon, red, orange, mauve, purple, darkpurple, lavender, beige, lightpink, magenta",19.06265705,1,19,44,10,229,I901,0.3016,0.0418,bio761.png,1.210365203,4,901,0,61,5.0858,7.3107,9.5476,155,Steffen Oeltze-Jafra;Juan R. Cebral;G√°bor Janiga;Bernhard Preim,Cluster Analysis of Vortical Flow in Simulations of Cerebral Aneurysm Hemodynamics,http://dx.doi.org/10.1109/TVCG.2015.2467203,10.1109/TVCG.2015.2467203,2015,0.929134538,0.092325863,0.68032447,"66.7284815325,2.95983450865,-0.613516780781",7,7,7,3
2014 Hu 10.1109/TVCG.2014.2346457 c 6.png,bio683.png,I882,http://web.cse.ohio-state.edu/~li.8950/data/image/bio768/bio683.png,,,,7,19,"white, grey, purple, blue, navyblue, lightblue, lavender, black, teal, green, olive, tan, brown, beige, peach, darkgreen, pink, lightpink, darkpurple",6.585268271,1,35,43,22,221,I882,0.4487,0.0905,bio683.png,1.208735894,4,882,0,61,2.284,5.8598,3.8932,136,Jiaxi Hu;Guangyu Zou;Jing Hua,Volume-Preserving Mapping and Registration for Collective Data Visualization,http://dx.doi.org/10.1109/TVCG.2014.2346457,10.1109/TVCG.2014.2346457,2014,0.067060817,0.027002082,0.77063385,"77.9651151358,0.582896897091,1.20027193697",3,3,3,1
2008 Tricoche 10.1109/TVCG.2008.148 c 3.png,bio135.png,I768,http://web.cse.ohio-state.edu/~li.8950/data/image/bio768/bio135.png,,,,2,16,"black, darkgreen, grey, brown, navyblue, green, darkpurple, maroon, purple, olive, mauve, white, teal, blue, pink, tan",14.17327511,1,29,33,24,211,I768,0.4677,0.1021,bio135.png,1.18862343,4,768,0,61,3.0041,6.0893,9.2272,22,Xavier Tricoche;Gordon L. Kindlmann;Carl-Fredrik Westin,Invariant Crease Lines for Topological and Structural Analysis of Tensor fields,http://dx.doi.org/10.1109/TVCG.2008.148,10.1109/TVCG.2008.148,2008,0.090229084,0.215629456,0.537346574,"51.6099599996,2.62111726172,11.290235728",5,5,5,2
2012 Gurijala 10.1109/TVCG.2012.210 c 7.png,bio526.png,I852,http://web.cse.ohio-state.edu/~li.8950/data/image/bio768/bio526.png,,,,2,10,"black, darkgreen, teal, navyblue, grey, blue, green, darkpurple, brown, purple",2.724777082,1,20,32,17,216,I852,0.3846,0.073,bio526.png,1.160384867,5,852,0,61,1.7095,5.2492,8.1322,106,Krishna Chaitanya Gurijala;Lei Wang 0024;Arie E. Kaufman,Cumulative Heat Diffusion Using Volume Gradient Operator for Volume Analysis,http://dx.doi.org/10.1109/TVCG.2012.210,10.1109/TVCG.2012.210,2012,0.121201944,0.05340414,0.676480469,"69.0959399234,-0.321490920681,3.61385401157",6,7,6.5,2
2008 Correa 10.1109/TVCG.2008.162 c 10.png,bio25.png,I753,http://web.cse.ohio-state.edu/~li.8950/data/image/bio768/bio25.png,,,,2,10,"white, grey, brown, tan, beige, peach, pink, black, blue, purple",18.48781679,1,26,23,31,188,I753,0.5306,0.1416,bio25.png,1.149936708,5,753,0,61,5.2631,6.1923,10.3847,7,Carlos D. Correa;Kwan-Liu Ma,Size-based Transfer Functions: A New Volume Exploration Technique,http://dx.doi.org/10.1109/TVCG.2008.162,10.1109/TVCG.2008.162,2008,0.542446151,0.084545172,0.945370433,"92.643656184,-2.60734185064,-2.71827393854",5,5,5,2
2015 Lawonn 10.1109/TVCG.2015.2467961 c 2.png,bio740.png,I894,http://web.cse.ohio-state.edu/~li.8950/data/image/bio768/bio740.png,,,,3,9,"white, grey, pink, brown, orange, black, red, peach, tan",19.8709099,1,22,32,20,212,I894,0.4074,0.0862,bio740.png,1.130294326,5,894,0,61,3.2885,3.8691,6.0503,148,Kai Lawonn;Sylvia Gla√üer;Anna Vilanova;Bernhard Preim;Tobias Isenberg,Occlusion-free Blood Flow Animation with Wall Thickness Visualization,http://dx.doi.org/10.1109/TVCG.2015.2467961,10.1109/TVCG.2015.2467961,2015,0.076773985,0.126276312,0.833087572,"80.8364652516,1.11178131887,3.13873245259",5,5,5,2
2009 Chen 10.1109/TVCG.2009.112 c 9.png,bio173.png,I776,http://web.cse.ohio-state.edu/~li.8950/data/image/bio768/bio173.png,,,,2,19,"black, darkgreen, brown, maroon, grey, green, white, olive, tan, purple, mauve, red, pink, orange, navyblue, blue, darkpurple, beige, teal",14.66113169,1,35,19,56,190,I776,0.6481,0.2276,bio173.png,1.126969891,5,776,0,61,2.3275,5.0787,12.644,30,Wei Chen;Zi'ang Ding;Song Zhang;Anna MacKay-Brandt;Stephen Correia;Huamin Qu;John Allen Crow;David F. Tate;Zhicheng Yan;Qunsheng Peng,A Novel Interface for Interactive Exploration of DTI fibers,http://dx.doi.org/10.1109/TVCG.2009.112,10.1109/TVCG.2009.112,2009,0.102872033,0.00628441,0.90641841,"91.2836488039,0.0217447888499,0.446593672134",2,2,2,1
2009 Kindlmann 10.1109/TVCG.2009.177 c 5.png,bio246.png,I795,http://web.cse.ohio-state.edu/~li.8950/data/image/bio768/bio246.png,,,,3,17,"grey, black, brown, green, red, pink, salmon, mauve, tan, orange, purple, peach, teal, olive, white, blue, beige",6.910039784,1,16,50,8,227,I795,0.2424,0.034,bio246.png,1.126403552,5,795,0,61,2.2677,7.0013,8.6552,49,Gordon L. Kindlmann;Ra√∫l San Jos√© Est√©par;Stephen M. Smith;Carl-Fredrik Westin,Sampling and Visualizing Creases with Scale-Space Particles,http://dx.doi.org/10.1109/TVCG.2009.177,10.1109/TVCG.2009.177,2009,0.245351134,0.078705568,0.516580255,"51.0801489175,-0.255090941337,0.326633196864",8,6,7,3
